coordinates,publication,filename,authorName,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,d18O_std_dev_plus_minus,NA,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,d13C_std_dev_plus_minus,NA,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,d18O_std_dev_plus_minus,NA,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,d13C_std_dev_plus_minus,NA,permil PDB,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,bSiO2 [%],Biogenic Silica,percent,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,IRD [%],Ice-Rafted Debris,percent,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,TOC [%],Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,Carb [%],Caco3,percent,NA,NA,NA,NA,NA
"[-148.9213, 54.3907, -3640]",PalMod1_0_1,MD02_2489.lpd,NA,marine sediment,measured,Density [g/cm**3],Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[-87.1188, 29.0017, -847]",PalMod1_0_1,MD02_2575.lpd,NA,marine sediment,measured,d18Og_rub_w,D18O,permil PDB,NA,NA,NA,NA,NA
"[-87.1188, 29.0017, -847]",PalMod1_0_1,MD02_2575.lpd,NA,marine sediment,measured,d18Ou_pereg,D18O,permil PDB,NA,NA,NA,NA,NA
"[-87.1188, 29.0017, -847]",PalMod1_0_1,MD02_2575.lpd,NA,marine sediment,measured,Mg_Ca_g_rub_w,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-87.1188, 29.0017, -847]",PalMod1_0_1,MD02_2575.lpd,NA,marine sediment,measured,d18Og_crass,D18O,permil PDB,NA,NA,NA,NA,NA
"[25.2217, -41.4338, -2660]",PalMod1_0_1,MD02_2589.lpd,NA,marine sediment,measured,E_exigua_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[25.2217, -41.4338, -2660]",PalMod1_0_1,MD02_2589.lpd,NA,marine sediment,measured,E_exigua_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[167.9, -43.4485, -1477]",PalMod1_0_1,MD06_2986.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[167.9, -43.4485, -1477]",PalMod1_0_1,MD06_2986.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[169.8757, -42.3083, -943.5]",PalMod1_0_1,MD06_2990.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[169.8757, -42.3083, -943.5]",PalMod1_0_1,MD06_2990.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[126.4977, 6.5143, -1575]",PalMod1_0_1,MD06_3067.lpd,NA,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[126.4977, 6.5143, -1575]",PalMod1_0_1,MD06_3067.lpd,NA,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[126.4977, 6.5143, -1575]",PalMod1_0_1,MD06_3067.lpd,NA,marine sediment,measured,G_ruber_w_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[126.4977, 6.5143, -1575]",PalMod1_0_1,MD06_3067.lpd,NA,marine sediment,measured,P_obliqu_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[126.4977, 6.5143, -1575]",PalMod1_0_1,MD06_3067.lpd,NA,marine sediment,measured,P_obliqu_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,P_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,Uvigerina_spp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,UK'37,Uk37,NA,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,G_ruber_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.832, 6.4762, -1878]",PalMod1_0_1,MD06_3075.lpd,NA,marine sediment,measured,merged benthic d18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,bSiO2_percent,Biogenic Silica,percent,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,d18Oc.kulle>150,D18O,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,d13Ccibic>150,D13C,permil PDB,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,Uvigerina spp. Mg/Ca [mmol/mol] (Measured),Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,Uvigerina spp. Mg/Ca [mmol/mol] (Corrected),Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-14.2282, -44.1533, -3770]",PalMod1_0_1,MD07_3076.lpd,NA,marine sediment,measured,Uvigerina spp. d18O [per mil PDB],D18O,permil PDB,NA,NA,NA,NA,NA
"[51.1984, -43.5118, -3284]",PalMod1_0_1,MD73_025.lpd,NA,marine sediment,measured,Melonis_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[51.1984, -43.5118, -3284]",PalMod1_0_1,MD73_025.lpd,NA,marine sediment,measured,Melonis_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[51.1984, -43.5118, -3284]",PalMod1_0_1,MD73_025.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[51.1984, -43.5118, -3284]",PalMod1_0_1,MD73_025.lpd,NA,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,Foram_bent_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,SST_sum_degC,NA,degC,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[51.3183, -43.8217, -3262]",PalMod1_0_1,MD84_527.lpd,NA,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[96.4614, -46.0214, -3290]",PalMod1_0_1,MD88_770.lpd,NA,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[96.4614, -46.0214, -3290]",PalMod1_0_1,MD88_770.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[96.4614, -46.0214, -3290]",PalMod1_0_1,MD88_770.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[96.4614, -46.0214, -3290]",PalMod1_0_1,MD88_770.lpd,NA,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[96.4614, -46.0214, -3290]",PalMod1_0_1,MD88_770.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,C_teretis_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,C_teretis_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,IRD_number_g,Ice-Rafted Debris,no/g,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,IRD_number_g,Ice-Rafted Debris,no/g,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[4.5662, 66.6842, -1226]",PalMod1_0_1,MD95_2010.lpd,NA,marine sediment,measured,C. wuellerstorfi d18O [per mil PDB] (Mass spectrometer Finnigan MA...),D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,d18O_benthic,D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,G. bulloides Mg/Ca [mmol/mol],Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,G. bulloides d18O [per mil PDB],D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,N_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,sup_125_um_percent,Ice-Rafted Debris,percent,NA,NA,NA,NA,NA
"[-45.69, 50.21, -3448]",PalMod1_0_1,MD95_2024.lpd,NA,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,IRD_number_g,Ice-Rafted Debris,no/g,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,Carb_percent,Caco3,percent,NA,NA,NA,NA,NA
"[-10.3485, 40.5785, -3381]",PalMod1_0_1,MD95_2039.lpd,NA,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,IRD_percent,Ice-Rafted Debris,percent,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,K37_ng_g,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,UK'37,Uk37,NA,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_ruber_w_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,N_pachyderma_d_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,N_pachyderma_d_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_scitula_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_scitula_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_inflata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_inflata_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_truncatulinoides_d_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,G_truncatulinoides_d_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-9.8612, 40.5818, -2465]",PalMod1_0_1,MD95_2040.lpd,NA,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-2.6212, 36.1433, -1841]",PalMod1_0_1,MD95_2043.lpd,NA,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-2.6212, 36.1433, -1841]",PalMod1_0_1,MD95_2043.lpd,NA,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-2.6212, 36.1433, -1841]",PalMod1_0_1,MD95_2043.lpd,NA,marine sediment,measured,C_pachyderma_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-2.6212, 36.1433, -1841]",PalMod1_0_1,MD95_2043.lpd,NA,marine sediment,measured,uk37,Uk37,NA,NA,NA,NA,NA,NA
"[-2.6212, 36.1433, -1841]",PalMod1_0_1,MD95_2043.lpd,NA,marine sediment,measured,K37_ng_g,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
"[12.63, -25.59, -2909]",PalMod1_0_1,MD96_2098.lpd,NA,marine sediment,measured,d18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[12.63, -25.59, -2909]",PalMod1_0_1,MD96_2098.lpd,NA,marine sediment,measured,Corg%,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[174.9308, -45.5344, -1210]",PalMod1_0_1,MD97_2120.lpd,NA,marine sediment,measured,uk37,Uk37,NA,NA,NA,NA,NA,NA
"[174.9308, -45.5344, -1210]",PalMod1_0_1,MD97_2120.lpd,NA,marine sediment,measured,Mg_Ca,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[174.9308, -45.5344, -1210]",PalMod1_0_1,MD97_2120.lpd,NA,marine sediment,measured,Foram_plankt_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[174.9308, -45.5344, -1210]",PalMod1_0_1,MD97_2120.lpd,NA,marine sediment,measured,d18O Cibs on Uvi-scale,D18O,permil PDB,NA,NA,NA,NA,NA
"[174.9308, -45.5344, -1210]",PalMod1_0_1,MD97_2120.lpd,NA,marine sediment,measured,d13C Cibs,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cc_mundu,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Oc_mundu,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cc_wuell,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Oc_wuell,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cu_hispid,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Ou_hispid,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cuvige,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Ouvige,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cu_cost,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Ou_cost,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Og_rub_w_sup_180,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,mg_ca_g_rub_w_sup_180,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Ou_hispid_sup_180,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,Mg_Ca_g_rub,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cg_rub,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Og_rub,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d13Cg_sac,D13C,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,d18Og_sac,D18O,permil PDB,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,Mg_Ca_g_sac,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[125.8274, 6.3, -2114]",PalMod1_0_1,MD98_2181.lpd,NA,marine sediment,measured,benthic.d18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[-56.1762, 54.6167, -520]",PalMod1_0_1,MD99_2236.lpd,NA,marine sediment,measured,E_excavatum_f_clavata_d18O_per_mil_PDB_Mass_spectrometer_Finnigan_MA,D18O,permil PDB,NA,NA,NA,NA,NA
"[-56.1762, 54.6167, -520]",PalMod1_0_1,MD99_2236.lpd,NA,marine sediment,measured,IRD [#],Ice-Rafted Debris,no/g,NA,NA,NA,NA,NA
"[-56.1762, 54.6167, -520]",PalMod1_0_1,MD99_2236.lpd,NA,marine sediment,measured,N. pachyderma s d18O [per mil PDB] (Mass spectrometer Finnigan MA...),D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_lobatulus_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_lobatulus_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,Cibicidoides_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,Cibicidoides_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,Uvigerina_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,Uvigerina_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-7.5278, 35.8855, -1177]",PalMod1_0_1,MD99_2339.lpd,NA,marine sediment,measured,U_mediterranea_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
