Author,Archives
Weijia Fan,MarineSediment(2)
Zhihui Chu,MarineSediment(2)
Haowen Dang,MarineSediment(3)
Yue Wang,MarineSediment(2)
Xiqiu Han,MarineSediment(2)
Yeping Bian,MarineSediment(2)
Peijun Qiao,MarineSediment(1)
Xinrong Cheng,MarineSediment(1)
Akira Ijiri,MarineSediment(1)
Chen-Yue Huang,MarineSediment(1)
Anne Jennings,MarineSediment(1)
John Andrews,MarineSediment(1)
Lindsay Wilson,MarineSediment(1)
S _D _S Lfasd _Tttir,MarineSediment(1)
Heiko Moossen,MarineSediment(1)
James Bendle,MarineSediment(1)
Osamu Seki,MarineSediment(1)
Ursula Quillmann,MarineSediment(1)
Kimitaka Kawamura,MarineSediment(1)
Aur̩Lie Justwan,MarineSediment(1)
Tor Eldevik,MarineSediment(1)
Anne E. Bjune,"MarineSediment(1),LakeSediment(1)"
Trond M. Dokken,MarineSediment(1)
Helge Drange,MarineSediment(1)
Mirjam S. Glessmer,MarineSediment(1)
Camille Li,MarineSediment(1)
Jan Even   . Nilsen,MarineSediment(1)
Odd Helge Otter̴,MarineSediment(1)
Kristin Richter,MarineSediment(1)
Ystein Skagseth,MarineSediment(1)
A. Jennings,MarineSediment(1)
J. Andrews,MarineSediment(1)
L. Wilson,MarineSediment(1)
Elizabeth J. Farmer,MarineSediment(1)
Mark R. Chapman,MarineSediment(1)
Julian E. Andrews,MarineSediment(1)
Greta B Kristj  Nsd _Ttir,MarineSediment(1)
John T Andrews,MarineSediment(1)
Anne E Jennings,MarineSediment(1)
H. M. Benway,MarineSediment(1)
B. A. Haley,MarineSediment(1)
G. P. Klinkhammer,MarineSediment(1)
P. A. Leontev,LakeSediment(1)
M. G. Winkler,LakeSediment(1)
A. M. Swain,LakeSediment(1)
J. E. Kutzbach,LakeSediment(1)
W. Van Zeist,"Peat(1),LakeSediment(1)"
Robert S. Harbert,Midden(9)
Kevin C. Nixon,Midden(9)
St̩Phane Affolter,Speleothem(1)
Anamaria H _Uselmann,Speleothem(1)
Dominik Fleitmann,Speleothem(1)
Markus Leuenberger,Speleothem(1)
Zachary Lundeen,Speleothem(1)
Andrea Brunelle,Speleothem(1)
Stephen J. Burns,Speleothem(1)
Victor Polyak,Speleothem(1)
A. Sarv,Peat(1)
E.O. Il'Ves,Peat(1)
Brent V. Alloway,Peat(1)
D.C. Gaudreau,LakeSediment(1)
L.G. Bostwick,LakeSediment(1)
Kathleen R. Laird,LakeSediment(1)
Eric C. Grimm,LakeSediment(1)
Pietra G. Mueller,LakeSediment(1)
J _Rgen Hahne,Peat(1)
Kirstin Werner,MarineSediment(3)
Juliane M _Ller,MarineSediment(2)
Robert F. Spielhagen,MarineSediment(3)
Evgenia S. Kandiano,MarineSediment(2)
Leonid Polyak,MarineSediment(3)
Dorothea Bauch,MarineSediment(1)
H. Christian Hass,MarineSediment(1)
Evgeniya Kandiano,MarineSediment(1)
Marie-Mich̬Le Ouellet-Bernier,MarineSediment(1)
Jennifer E. Hertzberg,MarineSediment(1)
Thomas S. Bianchi,MarineSediment(1)
Richard W. Smith,MarineSediment(1)
Michael R. Shields,MarineSediment(1)
R. Muscheler,MarineSediment(1)
J. D. Ortiz,MarineSediment(1)
J. D. Carriquiry,MarineSediment(1)
A. Van Geen,MarineSediment(1)
C. R. Janssen,LakeSediment(1)
J. C. Duplessy,MarineSediment(1)
L. Labeyrie,MarineSediment(1)
M. Arnold,MarineSediment(1)
M. Paterne,MarineSediment(1)
T. C. E. Van Weering,MarineSediment(1)
Stephan Opitz,LakeSediment(1)
Nico W. Willemse,LakeSediment(2)
P. -N. Lin,GlacierIce(1)
K. A. Henderson,GlacierIce(1)
J. Cole-Dai,GlacierIce(1)
J. F. Bolzan,GlacierIce(1)
K. -B. Liu,GlacierIce(1)
North Greenland Ice Core Project Members,GlacierIce(1)
Andrei Andreev,LakeSediment(2)
Boris Ilyashuk,LakeSediment(3)
Elena Ilyashuk,LakeSediment(2)
Anatoly Bobrov,LakeSediment(2)
Vladimir Klimanov,LakeSediment(2)
Volker Rachold,LakeSediment(2)
Carme Huguet,MarineSediment(1)
Lena Barnekow,LakeSediment(4)
Roland I. Hall,LakeSediment(1)
V. Gkinis,GlacierIce(1)
S.B. Simonsen,GlacierIce(1)
S.L. Buchardt,GlacierIce(1)
J.W.C. White,GlacierIce(1)
Shanna Losee,LakeSediment(1)
Donna R. Francis,LakeSediment(1)
D.R. Whitehead,LakeSediment(1)
Thomas L. Crisman,LakeSediment(1)
Manfred R̦Sch,LakeSediment(1)
Howard J. Spero,MarineSediment(3)
John A. Barron,MarineSediment(2)
Linda Heusser,MarineSediment(1)
Mitch Lyle,MarineSediment(1)
E. Christa Farmer,MarineSediment(1)
Thomas M. Marchitto,MarineSediment(1)
S.J. Brooks,LakeSediment(1)
Clare S. Watson,Peat(1)
Francesco S. R. Pausata,MarineSediment(1)
Peter Demenocal,MarineSediment(1)
Dennis A. Darby,MarineSediment(1)
M. P. Waller,Peat(1)
Elizabeth A. Lynch,LakeSediment(1)
Karen Neil,LakeSediment(1)
Matthew Betts,LakeSediment(1)
Kayo Minoshima,MarineSediment(1)
Ken Ikehara,MarineSediment(1)
Fengming Chang,MarineSediment(1)
Tiegang Li,MarineSediment(1)
Zhifang Xiong,MarineSediment(1)
Zhaokai Xu,MarineSediment(1)
Elena Yu. Novenko,Peat(1)
Andrey N. Tsyganov,Peat(1)
Elena M. Volkova,Peat(1)
Kirill V. Babeshko,Peat(1)
Nikita V. Lavrentiev,Peat(1)
Richard J. Payne,Peat(1)
Yuri A. Mazei,Peat(1)
Elinor Andr̩N,LakeSediment(1)
Andrea Klimaschewski,LakeSediment(1)
Angela E. Self,LakeSediment(1)
Natalie St. Amour,LakeSediment(1)
Keith D. Bennett,LakeSediment(1)
Daniel J. Conley,LakeSediment(2)
Thomas W.D. Edwards,"LakeSediment(3),Wood(1)"
Sophak Lim,Midden(1)
Brian M. Chase,"Midden(1),Peat(2)"
Manuel Chevalier,"Midden(1),Peat(2)"
Paula J. Reimer,Midden(1)
Jocelyne C. Bourgeois,GlacierIce(1)
Greg Zielinski,GlacierIce(1)
Cameron Wake,GlacierIce(1)
Claus U. Hammer,GlacierIce(1)
Sigfus Johnsen,GlacierIce(1)
Kumiko Goto-Azuma,GlacierIce(1)
Erik Blake,GlacierIce(1)
Mike Gerasimoff,GlacierIce(1)
James C. Ritchie,LakeSediment(1)
M. Boyko-Diakonow,LakeSediment(1)
J. Terasmae,LakeSediment(1)
P.J. Barry,LakeSediment(1)
K J Brown,LakeSediment(1)
R J Hebda,LakeSediment(1)
Elena Voronina,MarineSediment(1)
P.C. Swain,LakeSediment(1)
Kimmo Tolonen,LakeSediment(1)
Mirjami Tolonen,LakeSediment(1)
Silviu Constantin,Speleothem(1)
Ana-Voica Bojar,Speleothem(1)
Stein-Erik Lauritzen,Speleothem(2)
Joyce Lundberg,Speleothem(2)
D.S. Shafer,LakeSediment(1)
Julieta Massaferro,LakeSediment(1)
Yannick Mary,MarineSediment(1)
Christophe Colin,MarineSediment(1)
Linda Rossignol,MarineSediment(1)
Sandra Brocheray,MarineSediment(1)
Meryem Mojtahid,MarineSediment(1)
Jennifer Garcia,MarineSediment(1)
Marion Peral,MarineSediment(1)
H̩L̬Ne Howa,MarineSediment(1)
Michel Cremer,MarineSediment(1)
W. Shotyk,Peat(1)
A.K. Cheburkin,Peat(1)
P.G. Appleby,Peat(1)
A. Fankhauser,Peat(1)
J.D. Kramers,Peat(1)
Trond Dokken,MarineSediment(1)
Lars Henrik Smedsrud,MarineSediment(1)
Elena V. Ivanova,MarineSediment(1)
M.C. Penalba,Peat(1)
Valerie Van Den Bos,LakeSediment(2)
Andrew Rees,LakeSediment(2)
Rewi Newnham,LakeSediment(2)
Marcus Vandergoes,LakeSediment(2)
Janet Wilmshurst,LakeSediment(2)
Paul Augustinus,LakeSediment(2)
A. Obidowicz,Peat(1)
Jiangtao Zhao,LakeSediment(1)
Steve Colman,LakeSediment(1)
Zhisheng An,LakeSediment(1)
Michael R. Kaplan,LakeSediment(1)
Matthew J. Wooller,LakeSediment(2)
Joshua Kurek,LakeSediment(1)
Benjamin V. Gaglioti,LakeSediment(1)
Nancy Bigelow,LakeSediment(1)
Joshua D. Reuther,LakeSediment(1)
Carol Gelvin-Reymiller,LakeSediment(1)
K.A. Moser,LakeSediment(1)
G.M. Macdonald,LakeSediment(1)
Anneli Poska,LakeSediment(2)
R. Pirrus,LakeSediment(1)
A.M. Rouk,LakeSediment(1)
A. Liiva,LakeSediment(1)
Harriet L. Garfinkel,LakeSediment(1)
Mary E. Edwards,LakeSediment(1)
R. Z. Poore,MarineSediment(1)
H. J. Dowsett,MarineSediment(1)
S. Verardo,MarineSediment(1)
Jennifer A. Arbuszewski,MarineSediment(1)
Caroline Cla©Roux,MarineSediment(1)
Louisa Bradtmiller,MarineSediment(1)
Alan Mix,MarineSediment(1)
Jonathan Overpeck,MarineSediment(2)
David Anderson,MarineSediment(2)
Susan Trumbore,MarineSediment(2)
Warren Prell,MarineSediment(2)
Heather Almquist-Jacobson,LakeSediment(1)
James E. Almendinger,LakeSediment(1)
Sarah Hobbie,LakeSediment(1)
K. Fuhrer,GlacierIce(1)
P. Iversen,GlacierIce(1)
B. Stauffer,GlacierIce(1)
Tali L. Babila,MarineSediment(1)
Xu Zhang,MarineSediment(1)
Heikki Seppa,LakeSediment(1)
Sheila Hicks,Peat(1)
P _Ivi Kaislahti Tillman,Peat(1)
Steffen Holzk _Mper,Peat(1)
Peter Kuhry,Peat(1)
A. Britta K. Sannel,Peat(1)
Neil J. Loader,Peat(1)
Iain Robertson,Peat(1)
Shannon E. Loomis,LakeSediment(2)
Bethany Ladd,LakeSediment(1)
F. Alayne Street-Perrott,LakeSediment(1)
Lucia Wick,LakeSediment(1)
Willem O. Van Der Knaap,LakeSediment(1)
Zhiguo Rao,Peat(1)
Chao Huang,Peat(1)
Fuxi Shi,Peat(1)
Jiantao Cao,Peat(1)
Xiaohua Gou,Peat(1)
Jianhui Chen,"Peat(1),LakeSediment(1)"
J. Bernard,Peat(1)
Karin A. Koinig,LakeSediment(1)
Roland Psenner,LakeSediment(1)
G. Everett Lasher,LakeSediment(1)
Jamie M. Mcfarlin,LakeSediment(1)
Meredith A. Kelly,LakeSediment(1)
Erich C. Osterberg,LakeSediment(1)
Max B. Berkelhammer,LakeSediment(1)
Martina Stebich,LakeSediment(2)
Kira Rehfeld,LakeSediment(1)
Frank Schl _Tz,LakeSediment(1)
Jiaqi Liu,LakeSediment(1)
Jens Mingram,LakeSediment(1)
Sarah B. Das,GlacierIce(1)
Richard B. Alley,GlacierIce(3)
Richard P. Futyma,LakeSediment(1)
Norton G. Miller,LakeSediment(1)
Peter Rosen,LakeSediment(1)
Ulf Segerstroem,LakeSediment(1)
Lars Eriksson,LakeSediment(1)
Ingemar Renberg,LakeSediment(1)
Tomasz Goslar,LakeSediment(1)
Josef Merkt,LakeSediment(1)
Krystyna Ba  Aga,LakeSediment(1)
Helmut M _Ller,LakeSediment(1)
Magdalena Ralska-Jasiewiczowa,LakeSediment(1)
J̦Rg F.W. Negendank,LakeSediment(1)
A. G. Smith,Peat(1)
I. C. Goddard,Peat(1)
Manish Tiwari,MarineSediment(1)
Siddhesh S Nagoji,MarineSediment(1)
Raja S Ganeshram,MarineSediment(1)
T. T. Barrows,MarineSediment(1)
S. J. Lehman,MarineSediment(1)
L. K. Fifield,MarineSediment(1)
P. De Deckker,MarineSediment(1)
Ute Merkel,MarineSediment(3)
Xiao Zhang,MarineSediment(3)
F Sirocko,MarineSediment(1)
M. Staubwasser,MarineSediment(2)
F. Sirocko,MarineSediment(1)
M. Segl,MarineSediment(1)
Shyhrete Shala,LakeSediment(1)
Karin F Helmens,LakeSediment(1)
Tomi P Luoto,LakeSediment(1)
J Sakari Salonen,LakeSediment(1)
Minna V _Liranta,LakeSediment(1)
Jan Weckstr̦M,LakeSediment(2)
Christian Ohlwein,Peat(1)
Eugene R. Wahl,Peat(1)
P.W. Williams,Speleothem(1)
D.N.T. King,Speleothem(1)
J.-X. Zhao,Speleothem(1)
K.D. Collerson,Speleothem(1)
Jennifer K. Adams,LakeSediment(1)
Jonas Bergman,LakeSediment(1)
Sofia Holmgren,LakeSediment(1)
Sara Lamme,LakeSediment(1)
Ian Snowball,LakeSediment(1)
Barbara Wohlfarth,LakeSediment(1)
G̦Ran Possnert,LakeSediment(1)
Jens Fohlmeister,Speleothem(1)
Nicole Vollweiler,Speleothem(1)
Christoph Sp̦Tl,Speleothem(1)
Augusto Mangini,Speleothem(1)
E Yu Novenko,Peat(1)
A N Tsyganov,Peat(1)
A V Olchev,Peat(1)
Camilla S. Andresen,LakeSediment(1)
Mats Rundgren,LakeSediment(1)
Catherine Jessen,LakeSediment(1)
Manuel Bringu̩,MarineSediment(1)
Laurent Millet,LakeSediment(1)
St̩Phanie Samartin,LakeSediment(1)
Andr̩ F Lotter,LakeSediment(1)
Scott A. Reinemann,LakeSediment(1)
David F. Porinchu,LakeSediment(2)
Amy M. Bloom,LakeSediment(1)
Bryan G. Mark,LakeSediment(1)
Jason E. Box,LakeSediment(1)
Spassimir Tonkov,Peat(1)
Elissaveta Bozilova,Peat(1)
H̦Gne Jungner,Peat(1)
Ya.K. Elovicheva,LakeSediment(1)
I.I. Bogdel,LakeSediment(1)
A.S. Rigual-Hern  Ndez,MarineSediment(1)
E. Colmenero-Hidalgo,MarineSediment(1)
M.A. B  Rcena,MarineSediment(1)
F.J. Sierro,MarineSediment(1)
J.A. Flores,MarineSediment(1)
M. Henry,MarineSediment(1)
R.G. Lucchi,MarineSediment(1)
Antti E. K. Ojala,LakeSediment(1)
Laura Arppe,LakeSediment(1)
Eija Kurki,LakeSediment(1)
Mimmi Oksman,LakeSediment(1)
Marek Zaj  Czkowski,LakeSediment(1)
K.E. Behre,Peat(1)
D. Kucan,Peat(1)
K. Szczepanek,Peat(1)
K. Mezgec,GlacierIce(1)
C. Baroni,GlacierIce(1)
M. Braida,GlacierIce(1)
V. Ciardini,GlacierIce(1)
E. Colizza,GlacierIce(1)
R. Melis,GlacierIce(1)
M. C. Salvatore,GlacierIce(1)
R. Traversi,GlacierIce(1)
P.G. Langdon,LakeSediment(1)
K.E. Barber,LakeSediment(1)
S.H. Lomas-Clarke (Previously Morriss),LakeSediment(1)
Henry F. Lamb,LakeSediment(1)
J. M. Russell,LakeSediment(1)
A. S. Cohen,LakeSediment(1)
Lesleigh Anderson,LakeSediment(3)
K. Harmata,Peat(1)
M _Nika T _Th,LakeSediment(2)
Enik   K Magyari,LakeSediment(1)
Krisztina Buczk _,LakeSediment(1)
Mih  Ly Braun,LakeSediment(2)
Konstantinos Panagiotopoulos,LakeSediment(1)
Andrei-Cosmin Diaconu,LakeSediment(1)
Mariusz Lamentowicz,LakeSediment(1)
Eliza Kuske,LakeSediment(1)
Ioan Tan    U,LakeSediment(1)
Andrei-Marian Panait,LakeSediment(1)
Angelica Feurdean,LakeSediment(1)
Herman L _Pfert,LakeSediment(1)
Dmitry Subetto,LakeSediment(1)
Ludmila Pestryakova,LakeSediment(1)
Bernhard Diekmann,LakeSediment(2)
Yanmin Cao,LakeSediment(1)
Weiwei Sun,LakeSediment(1)
Hongqu Tang,LakeSediment(1)
Xiangdong Yang,LakeSediment(1)
Ji Shen,LakeSediment(1)
H. J.B. Birks,LakeSediment(3)
Bj  Rn Buchardt,LakeSediment(1)
R. Cheddadi,LakeSediment(1)
J. Guiot,LakeSediment(1)
S. Van Der Kaars,LakeSediment(1)
Katrina A. Moser,LakeSediment(1)
Konstantin Kremenetski,LakeSediment(1)
Kathleen M. R _Hland,LakeSediment(1)
Simon H.H. Nielsen,MarineSediment(1)
Nal̢N Ko̤,MarineSediment(1)
David Bukry,MarineSediment(1)
Linda E. Heusser,MarineSediment(1)
Jason A. Addison,MarineSediment(1)
Clark R. Alexander,MarineSediment(1)
Aage Paus,LakeSediment(1)
Jan Berge,LakeSediment(1)
H̴Kan Grudd,Wood(1)
Wibjorn Karl̩N,Wood(1)
Thomas S. Bartholin,Wood(1)
Bernd Kromer,Wood(1)
Marjut Nyman,LakeSediment(1)
Atte Korhola,LakeSediment(1)
Paul Comtois,LakeSediment(2)
Dorothy K. Pak,MarineSediment(1)
Christina L. Belanger,MarineSediment(1)
Mike A. Hall,MarineSediment(1)
Nicholas J. Shackleton,MarineSediment(1)
Nathalie Dubois,MarineSediment(1)
Claire Normandeau,MarineSediment(1)
Timothy D. Herbert,MarineSediment(1)
Anne Elisabeth Bjune,LakeSediment(2)
D. Klitgaard-Kristensen,MarineSediment(1)
H. P. Sejrup,MarineSediment(1)
Fonya Irvine,LakeSediment(1)
Andrew B. H. Rees,LakeSediment(1)
A. Korhola,LakeSediment(1)
K. Vasko,LakeSediment(1)
H. Toivonen,LakeSediment(1)
H. Olander,LakeSediment(1)
M. Rodrigo-G  Miz,MarineSediment(1)
F. Mart _Nez-Ruiz,MarineSediment(1)
S. W. Rampen,MarineSediment(1)
Melissa A. Berke,LakeSediment(2)
Verena De Hoog,LakeSediment(1)
Ulrike Hoff,LakeSediment(1)
Oleg Dirksen,LakeSediment(1)
C. Verbruggen,Peat(1)
Joan Bunbury,LakeSediment(1)
H. Woldring,LakeSediment(1)
M. Peichlova,Peat(1)
M. W. Schmidt,MarineSediment(1)
P. Chang,MarineSediment(1)
J. E. Hertzberg,MarineSediment(1)
T. R. Them,MarineSediment(1)
L. Ji,MarineSediment(1)
B. L. Otto-Bliesner,MarineSediment(1)
Athanasios Koutavas,MarineSediment(1)
Fran̤Oise Vimeux,GlacierIce(1)
Jean Jouzel,GlacierIce(1)
Annika Berntsson,LakeSediment(1)
Gunhild C Rosqvist,LakeSediment(1)
Sandra Rosenberg,LakeSediment(1)
I Larocque,LakeSediment(1)
W. Doerfler,LakeSediment(1)
Hans Oeschger,Peat(1)
Max Welten,Peat(1)
Ulrich Eicher,Peat(1)
Markus M̦Ll,Peat(1)
Trudi Riesen,Peat(1)
Ulrich Siegenthaler,Peat(1)
Samuel Wegm _Ller,Peat(1)
Christo Buizert,GlacierIce(1)
T. J. Fudge,GlacierIce(1)
Michelle Koutnik,GlacierIce(1)
John M. Fegyveresi,GlacierIce(1)
Joan J. Fitzpatrick,GlacierIce(1)
Joseph R. Mcconnell,GlacierIce(1)
Donald E. Voigt,GlacierIce(1)
Matthew K. Spencer,GlacierIce(1)
Nathan T. Stevens,GlacierIce(1)
Laura B. Levy,LakeSediment(1)
H. Huettemann,Peat(1)
D.A. Willard,LakeSediment(2)
L.M. Weimer,LakeSediment(2)
W.L. Riegel,LakeSediment(2)
Kent Van Zant,LakeSediment(1)
Teresa R. Krause,LakeSediment(1)
Rui Zhang,LakeSediment(1)
John W. Williams,LakeSediment(1)
Stephen T. Jackson,LakeSediment(1)
M.P. Waller,Peat(1)
Manfred Roesch,LakeSediment(1)
Thorsten Kiefer,MarineSediment(1)
Marianne Chase,LakeSediment(1)
Christina Bleskie,LakeSediment(1)
Lo  C Truc,Peat(1)
Rachid Cheddadi,Peat(1)
Michael E. Meadows,Peat(1)
Louis Scott,Peat(1)
Andrew S. Carr,Peat(1)
Gideon F. Smith,Peat(1)
M. Pawlikowski,LakeSediment(1)
M. Ralska-Jasiewiczowa,LakeSediment(1)
W. Schoenborn,LakeSediment(1)
E. Stupnicka,LakeSediment(1)
Janett Borkowski,LakeSediment(1)
Jacob Schewe,LakeSediment(1)
Fang Tian,LakeSediment(1)
Duo Wu,LakeSediment(1)
Xuemei Chen,LakeSediment(1)
Feiya Lv,LakeSediment(1)
Mark Brenner,LakeSediment(1)
Jason Curtis,LakeSediment(1)
Aifeng Zhou,LakeSediment(1)
Mark Abbott,LakeSediment(1)
Junqing Yu,LakeSediment(1)
Christian Leipe,Peat(1)
Norio Kito,Peat(1)
Yumi Sakaguchi,Peat(1)
Patrick Monien,LakeSediment(1)
Julia Loftfield,LakeSediment(1)
Emma P. Hocking,LakeSediment(1)
Peter Fretwell,LakeSediment(1)
Louise Ireland,LakeSediment(1)
Ryszard Ochyra,LakeSediment(1)
Anna R. Haworth,LakeSediment(1)
Claire S. Allen,LakeSediment(1)
Steven G. Moreton,LakeSediment(1)
Sarah J. Davies,LakeSediment(1)
Michael J. Bentley,LakeSediment(1)
Bruce R. Gervais,LakeSediment(1)
Jeffrey A. Snyder,LakeSediment(1)
A. Huttunen,Peat(1)
Mateusz P   _Ciennik,Peat(1)
L.G. Bezusko,Peat(1)
T.M. Kajutkina,Peat(1)
N.N. Kovalyukh,Peat(1)
Eli  Ka Rybn _  Kov,Peat(1)
Kamil Rybn _  Ek,Peat(1)
Vlasta Jankovsk,Peat(1)
J.E. Cole,Coral(2)
Draschba,Coral(1)
T.  J. Patzold  Y. Loya  M. Fine  A.H. Nawar F E L I S,Coral(1)
J. Pa¤Tzold  K. H. Wyrwoll K U H N E R T   H .,Coral(1)
F.E. Urban,Coral(1)
Henning   Patzold  Jorgen   Schnetger  Bernhard   Wefer  Gerold K U H N E R T,Coral(1)
C.D. Charles,Coral(2)
K.M. Cobb,Coral(4)
M.D. Moore,Coral(2)
R.G. Fairbanks,Coral(2)
Cobb,Coral(1)
S.  B.K. Linsley  S.S. Howe  G.M. Wellington  J. Salinger B A G N A T O,Coral(2)
M.  A. Suzuki  M. Nohara  H. Kan  A. Edward I N O U E,Coral(1)
Kawahata. H.,Coral(1)
G. M. Wellington  D. P. Schrag  L. Ren  M. J. Salinger  A. W. Tudhope L I N S L E Y   B .   K .,Coral(2)
M.K. Gagan,Coral(1)
M.  W.-C. Dullo P F E I F F E R,Coral(1)
O. Timm Pfeiffer M.,Coral(1)
S. Podlech W-C. Dullo,Coral(1)
Zinke,Coral(1)
R. Asami,Coral(1)
T. Yamada,Coral(1)
Y. Iryu,Coral(1)
T.M. Quinn,Coral(1)
C.P. Meyer,Coral(1)
G. Paulay,Coral(1)
Henning   Cruger  Traute   Patzold  Jorgen K U H N E R T,Coral(1)
T.D. Damassa,Coral(1)
B.K.   A. Kaplan  Y. Gouriou  J. Salinger  P.B. Demenocal  G.M. Wellington  S.S. Howe L I N S L E Y,Coral(1)
B.E. Rosenheim P.K. Swart,Coral(1)
C.S.   P.K. Swart M O S E S,Coral(1)
Terrence M.   Taylor  Frederick W.   Crowley  Thomas J. Q U I N N,Coral(1)
Eva   Marshall  John F.   Pelejero  Carles   Mcculloch  Malcolm T.   Gagan  Michael K.   Lough  Janice M. C A L V O,Coral(1)
N.J.  M.K. Gagan  J.E. Cole  W.S. Hantoro A B R A M,Coral(1)
M. Mudelsee,Coral(1)
Nathalie F.   Hughen  Konrad A.   Doney  Scott C.   Curry  William B. G O O D K I N,Coral(1)
T.  Et Al F E L I S,Coral(1)
Nakamura,Coral(1)
I.S. Nurhati,Coral(1)
S.   M. Pfeiffer   W.-C. Dullo   D. Garbe-Schi¿½Nberg   J. Halfar H E T Z I N G E R,Coral(1)
Intan S.   Cobb  Kim M.   Di Lorenzo  Emanuele N U R H A T I,Coral(1)
Meaghan K.   Quinn  Terrence M.   Taylor  Frederick W.   Partin  Judson W.   Cabioch  Guy   Austin  James A.   Pelletier  Bernard   Ballu  Vali¿½Rie   Maes  Christophe   Saustrup  Steffen G O R M A N,Coral(1)
J.E. Carilli,Coral(2)
Kelly Hereid,Coral(1)
Sri Yudawati Cahyarini,Coral(1)
Intan Suci Nurhati,Coral(1)
Edvin Aldrian,Coral(1)
M.C. Osborne,Coral(1)
R.B. Dunbar,Coral(1)
D.A. Mucciarone,Coral(1)
E.R.M. Druffel,Coral(1)
J.-A. Sanchez-Cabeza,Coral(1)
H.  M. Moreau  B. K. Linsley  D. P. Schrag  T. Correge W U,Coral(1)
J.   Rountrey  A.   Feng  M.   Xie  S.-P.   Dissard  D.   Rankenburg  K.   Lough  J.M.   Mcculloch  M.T. Z I N K E,Coral(1)
Bronwyn C. Dixon  Madelaine G. Rosevear  Benjamin Plunkett  Michael K. Gagan  Wahyoe S. Hantoro N E R I L I E   J .   A B R A M,Coral(1)
Steven J. Phipps,Coral(1)
R. D. Ramos,Coral(1)
N. F. Goodkin,Coral(1)
F. P. Siringan,Coral(1)
K. A. Hughen,Coral(1)
Denis Scholz,Coral(1)
Cyril Giry,Coral(1)
Martin Kölling,Coral(1)
Klaus P. Jochum,Coral(1)
Sander R. Scheffers,Coral(1)
J. E. Cole  D. W. Lea  L. J. Linn  T. A. Mcconnaughey  R. G. Fairbanks S H E N   G . T .,Coral(1)
J.E.  R.G. Fairbanks C O L E,Coral(1)
Shen. G.T.,Coral(1)
R.B.  G. M. Wellington  M. W. Colgan  P. W. Glynn D U N B A R,Coral(1)
G. A. Heiss,Coral(1)
B.K.  R. B. Dunbar  G. M. Wellington  D. A. Mucciarone L I N S L E Y,Coral(1)
Swart,Coral(2)
C.D.  D.E.Hunter C H A R L E S,Coral(1)
R.G.Fairbanks.,Coral(1)
Boiseau,Coral(1)
S. Chakraborty,Coral(1)
M. N.   Fairbanks  R. G.   Rubenstone  J. L. E V A N S,Coral(1)
K. S. White  D. Enfield  R. E. Dodge  P. Milne S W A R T   P .   K .,Coral(1)
Druffel,Coral(1)
H.  J. Pa¤Tzold  B. Hatcher  K.H. Wyrwoll  A. Eisenhauer  L. B. Collins  Z. R. Zhu K U H N E R T,Coral(1)
L. Ren Linsley B. K.,Coral(1)
S. S. Howe R. B. Dunbar,Coral(1)
Moseley-Thompson,GlacierIce(1)
Eichler,GlacierIce(2)
Graf,GlacierIce(29)
Schwager,GlacierIce(2)
Weissbach,GlacierIce(3)
Stenni,GlacierIce(3)
Steig,GlacierIce(17)
Thompson,GlacierIce(8)
Jouzel,GlacierIce(1)
Henderson,GlacierIce(1)
Mulvaney,GlacierIce(2)
Schlosser,GlacierIce(1)
Hoffmann,GlacierIce(1)
Hou,GlacierIce(1)
Fisher,GlacierIce(5)
Isaksson,GlacierIce(4)
Kaczmarska,GlacierIce(1)
Vinther,GlacierIce(23)
Wang,GlacierIce(1)
Watanabe,GlacierIce(2)
Kaspari,GlacierIce(1)
Divine,GlacierIce(2)
Thomas,"GlacierIce(2),LakeSediment(1)"
Vimeux,GlacierIce(1)
Kaufman,GlacierIce(2)
Opel,"GlacierIce(2),GroundIce(1)"
Naik,GlacierIce(1)
Bertler,GlacierIce(2)
Kinnard,GlacierIce(1)
Laluraj,GlacierIce(1)
Liu,GlacierIce(1)
Rhodes,GlacierIce(1)
Sinclair,GlacierIce(1)
Wagenbach,GlacierIce(1)
Bohleber,GlacierIce(1)
Morgan,GlacierIce(1)
Ekaykin,GlacierIce(5)
Mariani,GlacierIce(1)
Vladimirova,GlacierIce(1)
Gao,GlacierIce(1)
Masson-Delmotte,GlacierIce(1)
Goodwin,GlacierIce(1)
Weiaybach,GlacierIce(9)
Kozachek,GlacierIce(1)
Stichler,GlacierIce(1)
Langway,GlacierIce(1)
Holdsworth,GlacierIce(1)
Barlow,GlacierIce(1)
Mosley-Thompson,GlacierIce(1)
Grootes,GlacierIce(1)
Schwikowski,GlacierIce(1)
Meyer,GroundIce(1)
G.  Rodbell  D.  Burns  S. S E L T Z E R,LakeSediment(1)
B.  Edwards  T.  Aravena  R.  Forman  S.  Warner  B.  Velichko  A.  & Macdonald  G. W O L F E,LakeSediment(1)
D. A.  Brenner  M.  Curtis  J.  Guilderson  T. H O D E L L,LakeSediment(1)
F. S.   Ito  E.   Brown  T. A.   Curry  B. B.   Engstrom  D. R. H U,LakeSediment(1)
Larry   Kashgarian  Michaele   Rye  Robert   Lund  Steve   Paillet  Fred   Smoot  Joseph   Kester  Cynthia   Mensing  Scott   Meko  Dave   Lindstri¿½M  Susan B E N S O N,LakeSediment(1)
