dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted Inf Var Type,remainder(variableName),inferred Var Type,final Inf Var Type,inf Var from,units,interpretation/variable,interpretation/variableDetail
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MS14MOLS01b,inferred,d18O,D18O,NA,NA,D18O,2,permil,d18O_seawater,surface
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MS14MOLS02b,inferred,d18O,D18O,NA,NA,D18O,2,permil,d18O_seawater,subsurface
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD599a2ac6f,NA,Mg/Ca,NA,NA,NA,Mg/Ca,3,mmol/mol,NA,NA
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD599a2ac64,NA,temperature,Temperature,NA,NA,Temperature,2,degC,NA,NA
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD599a2ac6q,NA,Mg/Ca,NA,NA,NA,Mg/Ca,3,mmol/mol,NA,NA
MS14MOLS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD599a2ac6w,NA,temperature,Temperature,NA,NA,Temperature,2,degC,NA,NA
MS14MORR.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MS14MORR01b,inferred,d18O,D18O,NA,NA,D18O,2,permil,d18O_seawater,base of thermocline
MS14MORR.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT627e8d5d8e,inferred,year,Year,NA,year,year,1,AD,NA,NA
MS14MORR.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT4ed52ac66d,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
MS14MORR.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD5f387c0c1,NA,Mg/Ca,NA,NA,NA,Mg/Ca,3,mmol/mol,NA,NA
MS14MORR.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD5f387c0c2,NA,temperature,Temperature,NA,NA,Temperature,2,degC,NA,NA
MS15BATP.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT903b5bd19b,NA,year,Year,NA,NA,Year,2,AD,NA,NA
MS15BATP.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT778c477373,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS15BATP.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPDfc71e6bc2,NA,core,NA,NA,NA,core,3,NA,NA,NA
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT2ac14034e6,NA,year,Year,NA,NA,Year,2,AD,NA,NA
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD08287935w,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD08287935h,NA,core,NA,NA,NA,core,3,NA,NA,NA
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MS14CCBC01b,inferred,d18O,D18O,NA,NA,D18O,2,permil,d18O_seawater,surface
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD08287935r,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,NA,NA
MS15VIBC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD08287935,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS15VIBM.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT7ddeba209b,inferred,year,Year,NA,year,year,1,AD,NA,NA
MS15VIBM.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MATf978dc978d,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
MS96LKSS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD577178ac1,NA,year,Year,NA,NA,Year,2,AD,NA,NA
MS96LKSS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD3f7e92001,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS96LKSS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT0b60979970,NA,year,Year,NA,NA,Year,2,AD,NA,NA
MS96LKSS.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT73ef8bc319,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS97HLCB.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT55fd9767ab,inferred,year,Year,NA,year,year,1,AD,NA,NA
MS97HLCB.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT9c374d7c6a,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
MS99LWSC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MAT71d3464b51,NA,year,Year,NA,NA,Year,2,AD,NA,NA
MS99LWSC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,MATc4809655e7,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MS99LWSC.lpd,iso2k1_0_0,MarineSediment,MarineSediment,LPD7311e8295,NA,d18OUncertainty,d18O,Uncertainty,NA,d18O,2,permil,NA,NA
SH16MEIN.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEBf4409c5a,NA,MShellCrn,NA,NA,NA,MShellCrn,3,unitless,NA,NA
SH16MEIN.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEBc39fe5b2,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SH18CASA.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEB23db2e14,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SH18CASA.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEB477e36ed,NA,d18O,D18O,NA,NA,D18O,2,permil,T_water,NA
SH18CASA.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEB9bab95ac,NA,d18OUncertaintyHigh,d18O,UncertaintyHigh,NA,d18O,2,permil,NA,NA
SH18CASA.lpd,iso2k1_0_0,MolluskShells,MolluskShells,WEBf820da9c,NA,d18OUncertaintyLow,d18O,UncertaintyLow,NA,d18O,2,permil,NA,NA
SL13TEAG.lpd,iso2k1_0_0,TerrestrialSediment,TerrestrialSediment,MATdcd5e13781,inferred,year,Year,NA,year,year,1,AD,NA,NA
SL13TEAG.lpd,iso2k1_0_0,TerrestrialSediment,TerrestrialSediment,MAT006f67b630,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SL13TEAK.lpd,iso2k1_0_0,TerrestrialSediment,TerrestrialSediment,MATa3745f3c77,inferred,year,Year,NA,year,year,1,AD,NA,NA
SL13TEAK.lpd,iso2k1_0_0,TerrestrialSediment,TerrestrialSediment,MAT32498f268a,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP03BMIL.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT78fbf302bc,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP03BMIL.lpd,iso2k1_0_0,Speleothem,Speleothem,MATec32ecc339,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP04DEUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT8a7fbd7d76,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP04YUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb21d5e7032,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP04YUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD1fa4d0be,NA,depth,NA,NA,NA,depth,3,mm,NA,NA
SP05CRBR.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD9b7b0312,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP05CRBR.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT7d1ee4077b,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP05MAAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT1ff97d22e8,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP05MAAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT68ea1e3dec,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP06DRIT.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT9e53b5645d,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP06DRIT.lpd,iso2k1_0_0,Speleothem,Speleothem,MATeac4fe4a3a,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP06DYCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT6b75ac3f3a,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP07ASUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb007119637,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP07ASUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT6e567172af,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP07DEUS.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD9c79485d,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP07FLOM.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD23d73bec,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP07FLOM.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT33c70fdd87,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP07WABR.lpd,iso2k1_0_0,Speleothem,Speleothem,MATab5c544b56,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP07WABR.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT64990c8e2f,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP08HUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT7a842ea1ae,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP08HUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb424a884a8,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP08SPUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MATf335b69676,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP08SPUS.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD24503af4,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP08SPUS.lpd,iso2k1_0_0,Speleothem,Speleothem,LPDe86e42a4d13c,NA,d13C,NA,NA,NA,d13C,3,permil,composition C3-C4 plants,NA
SP08VBPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT985e673fd3,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP08ZHCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT96e244a128,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP08ZHCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT3af707cf26,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP09FLTR.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT92a87f7c7d,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP09FLTR.lpd,iso2k1_0_0,Speleothem,Speleothem,MATecd13a8a23,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP09GRID.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD5578b6f4b,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP09GRID.lpd,iso2k1_0_0,Speleothem,Speleothem,LPDbe7e0702b,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP09GRID.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT001c6362c5,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP09GRID.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT5b7c637875,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP09REPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT655984f756,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP09REPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MATc024e8e4d9,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10BEIN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT220c17dacf,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP10BEIN.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb6ac11cd6a,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10CACN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT93a57cb515,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP10CACN.lpd,iso2k1_0_0,Speleothem,Speleothem,MATddf73663d5,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10DOCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT9cd74c2406,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP10DOCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0d3d030bae,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10HAUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MATc7a33ae4d2,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP10HAUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT9fc970945a,measured,depth,NA,NA,NA,depth,3,mm,NA,NA
SP10MEMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0c60b3a442,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP10MEMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MATec54bbde4a,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10SUSE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT4dbbaa0d95,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP10SUSE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT71379e2f3f,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP10WINZ.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT2a587a2727,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP11BEMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MATc5fcf76adc,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP11BEMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT9878e7c114,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP11BEMX.lpd,iso2k1_0_0,Speleothem,Speleothem,SP11BEMX01A_d13C,NA,d13C,NA,NA,NA,d13C,3,permil,composition C3-C4 plants,NA
SP11BOAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MATffbad747dc,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP11BOAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MATe2c5370410,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP11STBR.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT7b84cf2071,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP11STBR.lpd,iso2k1_0_0,Speleothem,Speleothem,LPDae761fd0,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP12CACN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT2c75e65935,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP12CACN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT37c717702e,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP12ERUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT6857a53af2,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP12ERUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT5b90946071,measured,depth,NA,NA,NA,depth,3,mm,NA,NA
SP12FOAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MATa7e4c21c51,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP12FOAT.lpd,iso2k1_0_0,Speleothem,Speleothem,MATf33d41f775,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP12KEBZ.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT00e7af0487,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP12KEBZ.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb4613ea903,measured,depth,NA,NA,NA,depth,3,mm,NA,NA
SP12LAMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MATd6cc5fd959,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP12LAMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MATa95ba7efd5,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP12NOBR.lpd,iso2k1_0_0,Speleothem,Speleothem,MATaeaf84af37,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP12NOBR.lpd,iso2k1_0_0,Speleothem,Speleothem,MATf540e9cb93,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13ASBC.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0c5881b0b7,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP13ASBC.lpd,iso2k1_0_0,Speleothem,Speleothem,MATac041c0d13,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13AYID.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT6d44797dfc,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP13AYID.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD7d948e2c,NA,d18OUncertainty,d18O,Uncertainty,NA,d18O,2,permil,no isotopic analyes here,NA
SP13CHPE.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD3100fe0a,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP13CHPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0ac1067777,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13KAPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MATa2dbcb09e8,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP13KAPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0826a2c0cd,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13LAMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT36170f341f,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP13LAMX.lpd,iso2k1_0_0,Speleothem,Speleothem,MATade0778ee9,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13MCUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MATda5320884c,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP13PAVU.lpd,iso2k1_0_0,Speleothem,Speleothem,MATb58668c695,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP13PAVU.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT72b8681995,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13SLNA.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT36032ab0af,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP13SLNA.lpd,iso2k1_0_0,Speleothem,Speleothem,MATa007254f46,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP13SUSA.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT5b87328d97,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP13SUSA.lpd,iso2k1_0_0,Speleothem,Speleothem,LPD21b789e2,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP14APPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT7fa47a91bd,inferred,year,Year,NA,year,year,1,AD,NA,NA
SP14APPE.lpd,iso2k1_0_0,Speleothem,Speleothem,MATab160c351c,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
SP98KUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MATbd0dc7795c,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP98KUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT0620ae64ea,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
SP98KUCN.lpd,iso2k1_0_0,Speleothem,Speleothem,RjezL069pAb,inferred,age,Age,NA,NA,Age,2,BP,NA,NA
SP99DEUS.lpd,iso2k1_0_0,Speleothem,Speleothem,MAT8c0eb9b43a,NA,year,Year,NA,NA,Year,2,AD,NA,NA
SP99DEUS.lpd,iso2k1_0_0,Speleothem,Speleothem,SP99DEUS01A_d13C,NA,d13C,NA,NA,NA,d13C,3,permil,composition C3-C4 plants,NA
SS03HAJA.lpd,iso2k1_0_0,Sclerosponge,Sclerosponge,MATccc9872c4c,inferred,year,Year,NA,year,year,1,AD,NA,NA
SS05ROES.lpd,iso2k1_0_0,Sclerosponge,Sclerosponge,MAT2569a32240,inferred,year,Year,NA,year,year,1,AD,NA,NA
SS05ROES.lpd,iso2k1_0_0,Sclerosponge,Sclerosponge,Ocean2kHR_113,NA,Sr/Ca,NA,NA,NA,Sr/Ca,3,mmol/mol,T,sea@surface
SS05ROTN.lpd,iso2k1_0_0,Sclerosponge,Sclerosponge,MATdb727c687b,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR04EVLI.lpd,iso2k1_0_0,Wood,Wood,MAT72a4e2b7ed,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR04EVLI.lpd,iso2k1_0_0,Wood,Wood,MATafd8e59e6e,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
TR06TRBO.lpd,iso2k1_0_0,Wood,Wood,MAT91b2d06d87,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR07RECA.lpd,iso2k1_0_0,Wood,Wood,MATad36c816e2,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR07REVI.lpd,iso2k1_0_0,Wood,Wood,MATbf2e6a16d7,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR08HORA.lpd,iso2k1_0_0,Wood,Wood,MAT187cea98d6,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR08THCO.lpd,iso2k1_0_0,Wood,Wood,MAT311be19d10,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR08THCO.lpd,iso2k1_0_0,Wood,Wood,MAT311be19d102,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR08THCO.lpd,iso2k1_0_0,Wood,Wood,MAT91b632920d,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR08VOOL.lpd,iso2k1_0_0,Wood,Wood,MAT5dca6fd6a7,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR10ANMO.lpd,iso2k1_0_0,Wood,Wood,MATf543d2cd8d,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR10ANMO.lpd,iso2k1_0_0,Wood,Wood,MATb99efa2035,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
TR11BAPU.lpd,iso2k1_0_0,Wood,Wood,MAT760875d761,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR11BAVO.lpd,iso2k1_0_0,Wood,Wood,MAT6731b357bc,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR11GRTP.lpd,iso2k1_0_0,Wood,Wood,WEBaa035294,measured,year,Year,NA,NA,Year,2,AD,NA,NA
TR11MAJA.lpd,iso2k1_0_0,Wood,Wood,LPDdd8ffff1,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR11MAPE.lpd,iso2k1_0_0,Wood,Wood,LPDf8072f4e,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR11MAPE.lpd,iso2k1_0_0,Wood,Wood,LPD543c622e,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR11SAHU00.lpd,iso2k1_0_0,Wood,Wood,WEB9175515d,inferred,year,Year,NA,NA,Year,2,AD,NA,NA
TR11SIMO.lpd,iso2k1_0_0,Wood,Wood,TR11SIMO01,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,Seasonal
TR11SIMO.lpd,iso2k1_0_0,Wood,Wood,MAT878b4ca02a,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR11XUPH.lpd,iso2k1_0_0,Wood,Wood,MATd6afe89613,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR12BECO.lpd,iso2k1_0_0,Wood,Wood,WEB9ec53927,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,NA
TR12BECO.lpd,iso2k1_0_0,Wood,Wood,WEB2201f03c,NA,year,Year,NA,NA,Year,2,AD,d18O,temperature
TR12BRBO.lpd,iso2k1_0_0,Wood,Wood,WEB1fa7c61b,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,precipitation amount
TR12BRBO.lpd,iso2k1_0_0,Wood,Wood,WEBbdfce92d,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR12SAMU.lpd,iso2k1_0_0,Wood,Wood,MAT1f7cb77c97,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR13BROA.lpd,iso2k1_0_0,Wood,Wood,WEB1c82ec4b,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,precipitation amount
TR13BROA.lpd,iso2k1_0_0,Wood,Wood,WEB9edd879e,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR13JOAR.lpd,iso2k1_0_0,Wood,Wood,WEBe901279b,measured,year,Year,NA,NA,Year,2,AD,NA,NA
TR13JOJS.lpd,iso2k1_0_0,Wood,Wood,WEBb3614086,measured,year,Year,NA,NA,Year,2,AD,NA,NA
TR13JOPC.lpd,iso2k1_0_0,Wood,Wood,WEB6b613df4,measured,year,Year,NA,NA,Year,2,AD,NA,NA
TR13POMA.lpd,iso2k1_0_0,Wood,Wood,WEB4de479a5,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,minimum temperature
TR13POMA.lpd,iso2k1_0_0,Wood,Wood,WEBd905a8ca,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR13SAWA00.lpd,iso2k1_0_0,Wood,Wood,WEB588fc737,inferred,year,Year,NA,NA,Year,2,AD,NA,NA
TR13SIKO.lpd,iso2k1_0_0,Wood,Wood,TR13SIKO01,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,"Seasonal, annual"
TR13SIKO.lpd,iso2k1_0_0,Wood,Wood,MAT55ba7d1e91,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR13SITA.lpd,iso2k1_0_0,Wood,Wood,TR13SITA01,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,"Seasonal, annual"
TR13SITA.lpd,iso2k1_0_0,Wood,Wood,MATfe57568c8f,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR14KOSP.lpd,iso2k1_0_0,Wood,Wood,WEBb0fd9bd0,NA,d18O,D18O,NA,NA,D18O,2,permil,ET,precipitation amount
TR14KOSP.lpd,iso2k1_0_0,Wood,Wood,WEBbdf01c7a,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR15BABO.lpd,iso2k1_0_0,Wood,Wood,WEB255443f2,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,precipitation amount
TR15BABO.lpd,iso2k1_0_0,Wood,Wood,WEB21817e6b,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR15NACA.lpd,iso2k1_0_0,Wood,Wood,MAT6d0c54af7d,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR15YOLL.lpd,iso2k1_0_0,Wood,Wood,MAT63b679b703,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR15YONW.lpd,iso2k1_0_0,Wood,Wood,MAT15c8927fbe,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR16LAAN.lpd,iso2k1_0_0,Wood,Wood,MAT81d90f33cf,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR16LAFO.lpd,iso2k1_0_0,Wood,Wood,MAT5af0b32bf6,inferred,year,Year,NA,year,year,1,AD,NA,NA
TR16WEMI.lpd,iso2k1_0_0,Wood,Wood,WEB3e43f177,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,precipitation
TR16WEMI.lpd,iso2k1_0_0,Wood,Wood,WEB76f7018d,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR16WEXI.lpd,iso2k1_0_0,Wood,Wood,WEB640da8ea,NA,d18O,D18O,NA,NA,D18O,2,permil,ET,relative humidity
TR16WEXI.lpd,iso2k1_0_0,Wood,Wood,WEB7a8358d2,NA,year,Year,NA,NA,Year,2,AD,NA,NA
TR17EDSW.lpd,iso2k1_0_0,Wood,Wood,WEB45a0b5cd,NA,d18O,D18O,NA,NA,D18O,2,permil,P_isotope,temperature
