dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted Inf Var Type,remainder(variableName),inferred Var Type,final Inf Var Type,inf Var from,units,interpretation/variable,interpretation/variableDetail
JR51GC_35.Bendle.2007.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_JR51GC_35_uk37,NA,Uk37,NA,NA,NA,Uk37,3,unitless,NA,NA
JR51GC_35.Bendle.2007.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_JR51GC_35_uk37_SST_from_uk37,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
JR51GC_35.Bendle.2007.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_JR51GC_35_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
JR51GC_35.Bendle.2007.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_JR51GC_35_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
K2.Fallu.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT4XF9M8WW,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
K2.Fallu.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTT15WK8N5,NA,age,Age,NA,NA,Age,2,BP,NA,NA
K2.Fallu.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT0P81RJWL,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,lake@surface
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,Rqna5la19m2,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RZCLCkMBsbi,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RFC1LfCMXlY,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RHlStweE7Z4,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RyLPf9ScmVz,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RYqwbzRe3AB,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
Kaartlamminsuo.Rankama.1988.lpd,Temp12k1_0_1,Peat,Peat,RqS5ulSHXB6,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,LPD733adc4f,NA,Stal.ID,NA,NA,NA,Stal.ID,3,unitless,NA,NA
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,Rxf1imM7p16,inferred,year,Year,NA,year,year,1,AD,NA,NA
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,R3ukV2V05w0,inferred,age,Age,NA,age,age,1,BP,NA,NA
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,LPDa06143ba,NA,d13C,NA,NA,NA,d13C,3,permil,NA,NA
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,LPDb676e71d,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KaiteCobreMayor.MartinChivelet.2011.lpd,Temp12k1_0_1,Speleothem,Speleothem,LPD03254b9f,NA,10YrRun.Avg.,NA,NA,NA,10YrRun.Avg.,3,degC,NA,NA
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rq5P3PolJQ5,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R7sAy2lJS0p,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RhYWxgLYxJd,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R8B6XMR2wGH,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RwoxLw4fCEO,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RiDrOxktqUd,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
Kansjon.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RQ4WWK5V6cO,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,R4sM9HEaxDc,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,RziV406LXE6,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,R3w1mODzkpt,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,RoeuHmxH1bK,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,R1qHmKcT6AU,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,RcgXhFYBgsC,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
KardashinskiSwamp.Kremenetski.1995.lpd,Temp12k1_0_1,Peat,Peat,R66BSHlK8bK,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rv52EZ3frFc,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RZbNnv0PwjS,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RWuxIAmoYYF,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R6leKSiRv4J,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RDGYulsMSkK,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RqN5zaQkF2A,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
Karujarv.EPD.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RKBX4bUUNXi,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lyxpp2nznP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lq21c0t8xP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lut2rpqe2P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L0bknlm1hP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lhapfah89P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Keele.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lqujf1ttdP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L1lb9k64vP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lzhtp9rkgP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lzfhpb40oP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lers6pgmkP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L0pm7wjobP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kenosee.Porter.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Leq6uupjdP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lrjq5f12fP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lbn7fv0oiP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L54ah2uwsP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lynyi720vP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8o4qa5uuP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KeystoneIronbog.Fall.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lfvmhi20qP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RL1g5iBpkWB,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RHw0mgy6wit,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R3kXLCnhtdi,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RytjP7qDM55,NA,uncertainty,NA,NA,NA,uncertainty,3,unitless,NA,NA
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Res1x0Oe7cM,NA,uncertainty,NA,NA,NA,uncertainty,3,unitless,NA,NA
Kharinei.Jones.2011.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RNQuLmszMHa,NA,reliable,NA,NA,NA,reliable,3,unitless,NA,NA
Khatanga-12Lake.Syrykh.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RDw4D5w3K5N,NA,age,Age,NA,NA,Age,2,Calibrated,NA,NA
Khatanga-12Lake.Syrykh.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RchrJSmu2H9,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KinderlinskayaCave.Baker.2017.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEBe4f07140,inferred,age,Age,NA,NA,Age,2,BP,NA,NA
Kinnshaugen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTBB7G34VM,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Kinnshaugen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTSTWW3XPP,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Kinnshaugen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTT5VJ1IP1,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RhXehQiBaDL,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rhl1kXLfylM,NA,age,Age,NA,NA,Age,2,Calibrated,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RHTI56Pxs41,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R9VyDNoym8b,NA,uncertaintyHigh,NA,NA,NA,uncertaintyHigh,3,NA,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RiSisULCQ2D,NA,uncertaintyLow,NA,NA,NA,uncertaintyLow,3,NA,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RU4NqCkWE55,NA,ReliabIeYN1,NA,NA,NA,ReliabIeYN1,3,NA,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R8jRGF3A5Va,NA,temperature,Temperature,NA,NA,Temperature,2,GDD5,T,air@surface
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rwewj2xGyos,NA,uncertaintyHigh,NA,NA,NA,uncertaintyHigh,3,NA,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rcuwt7msJAa,NA,uncertaintyLow,NA,NA,NA,uncertaintyLow,3,NA,NA,NA
Klotjaernen.Pollen.Sweden.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RrYF0OwJldN,NA,ReliabIeYN2,NA,NA,NA,ReliabIeYN2,3,NA,NA,NA
klotjarnen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTKZIVM5BG,NA,depth,NA,NA,NA,depth,3,mm,NA,NA
klotjarnen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTIF4XY9WW,NA,age,Age,NA,NA,Age,2,BP,NA,NA
klotjarnen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT4160KEY4,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_d18o_ruber,NA,d18o_ruber,NA,NA,NA,d18o_ruber,3,per mil vs VPDB,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_mgca_ruber,NA,mgca_ruber,NA,NA,NA,mgca_ruber,3,mmol/mol,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_mgca_ruber_SST_from_mgca_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_d18o_ruber_SST_from_d18o_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
KNR159_5_36GGC.Carlson.2008.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_5_36GGC_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_d18o_ruber_lato,NA,d18o_ruber_lato,NA,NA,NA,d18o_ruber_lato,3,per mil vs VPDB,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_d18o_ruber_stricto,NA,d18o_ruber_stricto,NA,NA,NA,d18o_ruber_stricto,3,per mil vs VPDB,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_mgca_ruber_lato,NA,mgca_ruber_lato,NA,NA,NA,mgca_ruber_lato,3,mmol/mol,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_mgca_ruber_stricto,NA,mgca_ruber_stricto,NA,NA,NA,mgca_ruber_stricto,3,mmol/mol,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_mgca_ruber_lato_SST_from_mgca_ruber_lato,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_mgca_ruber_stricto_SST_from_mgca_ruber_stricto,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_d18o_ruber_lato_SST_from_d18o_ruber_lato,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_d18o_ruber_stricto_SST_from_d18o_ruber_stricto,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
KNR159_JPC26.Antonarakou.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR159_JPC26_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_d18o_bulloides,NA,d18o_bulloides,NA,NA,NA,d18o_bulloides,3,per mil vs PDB,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,per mil vs PDB,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_d18o_bulloides_SST_from_d18o_bulloides,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
KNR166_14_11JPC.Elmore.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_14_11JPC_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_d18o_ruber,NA,d18o_ruber,NA,NA,NA,d18o_ruber,3,permil vs PDB,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_mgca_ruber,NA,mgca_ruber,NA,NA,NA,mgca_ruber,3,mmol/mol,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_mgca_ruber_SST_from_mgca_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_d18o_ruber_SST_from_d18o_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
KNR166_JPC26.Schmidt.2011.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC26_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_d18o_ruber,NA,d18o_ruber,NA,NA,NA,d18o_ruber,3,permil vs VPDB,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_mgca_ruber,NA,mgca_ruber,NA,NA,NA,mgca_ruber,3,permil vs VPDB,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_mgca_ruber_SST_from_mgca_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_d18o_ruber_SST_from_d18o_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
KNR166_JPC51.Schmidt.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR166_JPC51_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_uk37,NA,Uk37,NA,NA,NA,Uk37,3,unitless,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_mgca_dutertrei,NA,mgca_dutertrei,NA,NA,NA,mgca_dutertrei,3,mmol/mol,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_d18o_dutertrei,NA,d18o_dutertrei,NA,NA,NA,d18o_dutertrei,3,permil vs PDB,NA,NA
KNR195_5_CDH23.Bova.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_KNR195_5_CDH23_d13c_dutertrei,NA,d13c_dutertrei,NA,NA,NA,d13c_dutertrei,3,permil vs PDB,NA,NA
